unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1673571600,2023-01-13 01:00:00,BTC/USDT,18791,18814,18769,18806,2.10865702,39655.40391812
1673568000,2023-01-13 00:00:00,BTC/USDT,18878,18880,18723,18778,8.28711207,155615.39045046
1673564400,2023-01-12 23:00:00,BTC/USDT,18901,18901,18854,18854,1.78543340,33662.5613236
1673560800,2023-01-12 22:00:00,BTC/USDT,18831,18912,18784,18912,4.19626067,79359.68179104
1673557200,2023-01-12 21:00:00,BTC/USDT,19079,19107,18820,18854,4.38328231,82642.40467274
1673553600,2023-01-12 20:00:00,BTC/USDT,18881,19078,18828,19028,6.93422145,131944.3657506
1673550000,2023-01-12 19:00:00,BTC/USDT,18830,19037,18769,18881,29.34139495,553994.87805095
1673546400,2023-01-12 18:00:00,BTC/USDT,18836,18954,18582,18805,54.95928743,1033509.4001211501
1673542800,2023-01-12 17:00:00,BTC/USDT,18140,18857,18114,18812,35.79557742,673386.40242504
1673539200,2023-01-12 16:00:00,BTC/USDT,18092,18143,18066,18107,24.01455899,434831.61963193
1673535600,2023-01-12 15:00:00,BTC/USDT,18039,18132,18020,18094,11.57003642,209348.23898348
1673532000,2023-01-12 14:00:00,BTC/USDT,18278,18335,17945,17995,19.38147297,348769.60609515
1673528400,2023-01-12 13:00:00,BTC/USDT,18260,18332,18024,18311,27.79511021,508956.26305531
1673524800,2023-01-12 12:00:00,BTC/USDT,18201,18268,18180,18263,3.23115301,59010.54742163
1673521200,2023-01-12 11:00:00,BTC/USDT,18185,18221,18167,18204,1.38695395,25248.1097058
1673517600,2023-01-12 10:00:00,BTC/USDT,18166,18211,18150,18178,6.11699747,111194.78000966001
1673514000,2023-01-12 09:00:00,BTC/USDT,18146,18170,18141,18170,0.20546602,3733.3175834
1673510400,2023-01-12 08:00:00,BTC/USDT,18128,18132,18121,18129,0.51247990,9290.7481071
1673506800,2023-01-12 07:00:00,BTC/USDT,18148,18174,18113,18143,18.90968859,343078.48008837
1673503200,2023-01-12 06:00:00,BTC/USDT,18104,18162,18099,18149,2.13757276,38794.808021239995
1673499600,2023-01-12 05:00:00,BTC/USDT,18223,18223,18090,18090,2.88020106,52102.8371754
1673496000,2023-01-12 04:00:00,BTC/USDT,18226,18232,18209,18218,2.26249409,41218.11733162
1673492400,2023-01-12 03:00:00,BTC/USDT,18219,18228,18209,18225,2.37499695,43284.319413749996
1673488800,2023-01-12 02:00:00,BTC/USDT,18226,18372,18200,18200,10.78407516,196270.167912
1673485200,2023-01-12 01:00:00,BTC/USDT,18258,18287,18145,18226,7.27217893,132542.73317818
1673481600,2023-01-12 00:00:00,BTC/USDT,17956,18279,17879,18279,29.96257299,547685.87168421
1673478000,2023-01-11 23:00:00,BTC/USDT,17570,17992,17559,17954,9.99367131,179426.37469974
1673474400,2023-01-11 22:00:00,BTC/USDT,17590,17590,17539,17564,0.11518422,2023.09564008
1673470800,2023-01-11 21:00:00,BTC/USDT,17559,17565,17541,17557,0.02565449,450.41588092999996
1673467200,2023-01-11 20:00:00,BTC/USDT,17555,17574,17533,17545,1.41673893,24856.68452685
1673463600,2023-01-11 19:00:00,BTC/USDT,17485,17553,17485,17553,0.25332688,4446.64672464
1673460000,2023-01-11 18:00:00,BTC/USDT,17457,17544,17457,17486,0.07444679,1301.77656994
1673456400,2023-01-11 17:00:00,BTC/USDT,17349,17396,17349,17396,0.30300935,5271.1506526
1673452800,2023-01-11 16:00:00,BTC/USDT,17338,17362,17332,17362,0.02084281,361.87286722
1673449200,2023-01-11 15:00:00,BTC/USDT,17428,17434,17322,17325,6.99596959,121205.17314674999
1673445600,2023-01-11 14:00:00,BTC/USDT,17403,17432,17383,17418,0.33780065,5883.8117217
1673442000,2023-01-11 13:00:00,BTC/USDT,17434,17434,17393,17412,0.06281640,1093.7591567999998
1673438400,2023-01-11 12:00:00,BTC/USDT,17434,17434,17414,17426,0.25461201,4436.86888626
1673434800,2023-01-11 11:00:00,BTC/USDT,17430,17454,17430,17443,0.08595466,1499.30713438
1673431200,2023-01-11 10:00:00,BTC/USDT,17455,17455,17440,17440,0.28559799,4980.8289456
1673427600,2023-01-11 09:00:00,BTC/USDT,17449,17463,17449,17463,0.02591062,452.47715705999997
1673424000,2023-01-11 08:00:00,BTC/USDT,17440,17440,17419,17421,0.94505967,16463.88451107
1673420400,2023-01-11 07:00:00,BTC/USDT,17434,17456,17434,17442,0.84093721,14667.62681682
1673416800,2023-01-11 06:00:00,BTC/USDT,17440,17440,17440,17440,0.17104462,2983.0181728000002
1673413200,2023-01-11 05:00:00,BTC/USDT,17407,17425,17405,17405,0.36000239,6265.8415979500005
1673409600,2023-01-11 04:00:00,BTC/USDT,17416,17416,17395,17405,0.31291919,5446.358501950001
1673406000,2023-01-11 03:00:00,BTC/USDT,17407,17420,17401,17420,0.15068234,2624.8863628
1673402400,2023-01-11 02:00:00,BTC/USDT,17433,17433,17418,17418,1.68341955,29321.8017219
1673398800,2023-01-11 01:00:00,BTC/USDT,17471,17500,17438,17438,4.71378933,82199.05833654
1673395200,2023-01-11 00:00:00,BTC/USDT,17438,17483,17436,17466,4.24284856,74105.59294896
1673391600,2023-01-10 23:00:00,BTC/USDT,17434,17447,17427,17447,0.54003862,9422.053803140001
1673388000,2023-01-10 22:00:00,BTC/USDT,17450,17450,17427,17442,1.87558753,32713.99769826
1673384400,2023-01-10 21:00:00,BTC/USDT,17479,17489,17454,17469,4.09723969,71574.68014461
1673380800,2023-01-10 20:00:00,BTC/USDT,17434,17485,17417,17469,5.90344862,103127.34394278
1673377200,2023-01-10 19:00:00,BTC/USDT,17422,17456,17411,17436,8.60573318,150049.56372648
1673373600,2023-01-10 18:00:00,BTC/USDT,17338,17421,17338,17415,3.21170247,55931.79851505
1673370000,2023-01-10 17:00:00,BTC/USDT,17306,17330,17306,17330,0.09751017,1689.8512460999998
1673366400,2023-01-10 16:00:00,BTC/USDT,17326,17326,17294,17295,0.06153395,1064.22966525
1673362800,2023-01-10 15:00:00,BTC/USDT,17280,17280,17280,17280,0.10995371,1900.0001088
1673359200,2023-01-10 14:00:00,BTC/USDT,17263,17320,17227,17227,6.39431879,110154.92979533
1673355600,2023-01-10 13:00:00,BTC/USDT,17225,17247,17212,17247,1.94978023,33627.85962681
1673352000,2023-01-10 12:00:00,BTC/USDT,17254,17256,17224,17226,2.05394073,35381.18301498
1673348400,2023-01-10 11:00:00,BTC/USDT,17271,17277,17260,17261,3.21818004,55549.00567044
1673344800,2023-01-10 10:00:00,BTC/USDT,17243,17278,17243,17276,0.46774604,8080.78058704
1673341200,2023-01-10 09:00:00,BTC/USDT,17253,17257,17253,17257,0.10169907,1755.02085099
1673337600,2023-01-10 08:00:00,BTC/USDT,17194,17263,17194,17263,0.05331138,920.3143529399999
1673334000,2023-01-10 07:00:00,BTC/USDT,17204,17206,17204,17206,0.26520969,4563.19792614
1673330400,2023-01-10 06:00:00,BTC/USDT,17217,17217,17198,17209,3.30740585,56917.14727265
1673326800,2023-01-10 05:00:00,BTC/USDT,17216,17219,17210,17219,0.02281082,392.77950957999997
1673323200,2023-01-10 04:00:00,BTC/USDT,17206,17206,17206,17206,0.02477345,426.2519807
1673319600,2023-01-10 03:00:00,BTC/USDT,17175,17196,17174,17194,0.70961515,12201.1228891
1673316000,2023-01-10 02:00:00,BTC/USDT,17194,17212,17152,17152,0.18204836,3122.49347072
1673312400,2023-01-10 01:00:00,BTC/USDT,17208,17212,17192,17194,0.15488160,2663.0342304
1673308800,2023-01-10 00:00:00,BTC/USDT,17191,17218,17178,17218,5.34425453,92017.37449753999
1673305200,2023-01-09 23:00:00,BTC/USDT,17196,17196,17176,17189,0.17185703,2954.05048867
1673301600,2023-01-09 22:00:00,BTC/USDT,17181,17181,17181,17181,0.00000000,0.0
1673298000,2023-01-09 21:00:00,BTC/USDT,17211,17232,17175,17181,3.57314206,61390.153732859995
1673294400,2023-01-09 20:00:00,BTC/USDT,17289,17289,17213,17230,2.55795666,44073.5932518
1673290800,2023-01-09 19:00:00,BTC/USDT,17354,17355,17311,17311,5.23994346,90708.66123606
1673287200,2023-01-09 18:00:00,BTC/USDT,17361,17396,17333,17351,21.32690361,370043.10453710996
1673283600,2023-01-09 17:00:00,BTC/USDT,17333,17371,17333,17361,4.26698728,74079.16616808
1673280000,2023-01-09 16:00:00,BTC/USDT,17282,17353,17282,17330,26.19541069,453966.4672577
1673276400,2023-01-09 15:00:00,BTC/USDT,17283,17332,17252,17281,1.54049185,26621.239659849998
1673272800,2023-01-09 14:00:00,BTC/USDT,17228,17269,17212,17268,0.87369550,15086.973893999999
1673269200,2023-01-09 13:00:00,BTC/USDT,17256,17279,17203,17212,1.58702414,27315.85949768
1673265600,2023-01-09 12:00:00,BTC/USDT,17248,17254,17237,17249,12.56678704,216764.50965296
1673262000,2023-01-09 11:00:00,BTC/USDT,17278,17278,17246,17246,2.97307683,51273.68301018
1673258400,2023-01-09 10:00:00,BTC/USDT,17244,17281,17242,17264,3.13282788,54085.14052032
1673254800,2023-01-09 09:00:00,BTC/USDT,17199,17255,17199,17242,2.37947479,41026.904329180004
1673251200,2023-01-09 08:00:00,BTC/USDT,17203,17240,17196,17240,0.40734628,7022.6498672
1673247600,2023-01-09 07:00:00,BTC/USDT,17192,17213,17192,17204,1.28177033,22051.576757320003
1673244000,2023-01-09 06:00:00,BTC/USDT,17209,17213,17186,17195,0.32368142,5565.7020169
1673240400,2023-01-09 05:00:00,BTC/USDT,17232,17246,17213,17214,2.43758271,41960.548769940004
1673236800,2023-01-09 04:00:00,BTC/USDT,17201,17240,17201,17236,5.50545081,94891.95016116
1673233200,2023-01-09 03:00:00,BTC/USDT,17202,17202,17202,17202,0.01768724,304.25590248
1673229600,2023-01-09 02:00:00,BTC/USDT,17184,17251,17170,17186,1.57368530,27045.3555658
1673226000,2023-01-09 01:00:00,BTC/USDT,17185,17214,17152,17181,2.64447259,45434.683568789995
1673222400,2023-01-09 00:00:00,BTC/USDT,17135,17173,17107,17166,2.37185598,40715.27975268
1673218800,2023-01-08 23:00:00,BTC/USDT,16972,17158,16972,17114,4.90114649,83878.22102986001
1673215200,2023-01-08 22:00:00,BTC/USDT,16955,16977,16955,16969,3.78089155,64157.948711950005
1673211600,2023-01-08 21:00:00,BTC/USDT,16969,16982,16954,16954,0.27751873,4705.05254842
1673208000,2023-01-08 20:00:00,BTC/USDT,16929,16978,16929,16972,2.03213578,34489.40845816
1673204400,2023-01-08 19:00:00,BTC/USDT,16931,16943,16927,16933,1.24118714,21017.02184162
1673200800,2023-01-08 18:00:00,BTC/USDT,16925,16937,16925,16928,0.30716081,5199.61819168
1673197200,2023-01-08 17:00:00,BTC/USDT,16926,16946,16926,16929,0.66000679,11173.25494791
1673193600,2023-01-08 16:00:00,BTC/USDT,17007,17007,16921,16939,0.69101522,11705.10681158
1673190000,2023-01-08 15:00:00,BTC/USDT,16949,17005,16946,17005,1.45543006,24749.5881703
1673186400,2023-01-08 14:00:00,BTC/USDT,16936,16950,16936,16945,0.70449207,11937.61812615
1673182800,2023-01-08 13:00:00,BTC/USDT,16924,16932,16924,16932,0.50921242,8621.98469544
1673179200,2023-01-08 12:00:00,BTC/USDT,16931,16931,16931,16931,0.06689751,1132.64174181
1673175600,2023-01-08 11:00:00,BTC/USDT,16939,16942,16935,16941,1.09029339,18470.660319990002
1673172000,2023-01-08 10:00:00,BTC/USDT,16939,16939,16938,16938,0.14642133,2480.08448754
1673168400,2023-01-08 09:00:00,BTC/USDT,16950,16963,16948,16963,0.71624170,12149.6079571
1673164800,2023-01-08 08:00:00,BTC/USDT,16952,16952,16952,16952,0.00960076,162.75208351999999
1673161200,2023-01-08 07:00:00,BTC/USDT,16952,16952,16952,16952,0.17000000,2881.84
1673157600,2023-01-08 06:00:00,BTC/USDT,16945,16945,16941,16942,1.15107143,19501.45216706
1673154000,2023-01-08 05:00:00,BTC/USDT,16938,16938,16938,16938,0.00000000,0.0
1673150400,2023-01-08 04:00:00,BTC/USDT,16946,16946,16938,16938,0.17545750,2971.8991349999997
1673146800,2023-01-08 03:00:00,BTC/USDT,16933,16935,16933,16933,1.14643216,19412.53576528
1673143200,2023-01-08 02:00:00,BTC/USDT,16933,16933,16933,16933,0.06632995,1123.16504335
1673139600,2023-01-08 01:00:00,BTC/USDT,16928,16934,16923,16924,1.17953319,19962.41970756
1673136000,2023-01-08 00:00:00,BTC/USDT,16955,16955,16914,16921,1.06035984,17942.34885264
1673132400,2023-01-07 23:00:00,BTC/USDT,16948,16948,16947,16947,0.69272038,11739.532279860001
1673128800,2023-01-07 22:00:00,BTC/USDT,16937,16937,16936,16936,0.35398993,5995.17345448
1673125200,2023-01-07 21:00:00,BTC/USDT,16942,16946,16942,16946,0.43808460,7423.7816316
1673121600,2023-01-07 20:00:00,BTC/USDT,16944,16944,16944,16944,0.01000000,169.44
1673118000,2023-01-07 19:00:00,BTC/USDT,16942,16948,16941,16947,6.36181436,107813.66795892
1673114400,2023-01-07 18:00:00,BTC/USDT,16940,16940,16938,16938,0.56337937,9542.519769060002
1673110800,2023-01-07 17:00:00,BTC/USDT,16936,16936,16933,16933,0.04811201,814.6806653299999
1673107200,2023-01-07 16:00:00,BTC/USDT,16942,16942,16919,16922,0.29931332,5064.9800010399995
1673103600,2023-01-07 15:00:00,BTC/USDT,16941,16952,16941,16942,25.16549748,426353.85830615996
1673100000,2023-01-07 14:00:00,BTC/USDT,16906,16941,16906,16941,7.77991665,131799.56796765
1673096400,2023-01-07 13:00:00,BTC/USDT,16925,16933,16925,16933,0.47938252,8117.38421116
1673092800,2023-01-07 12:00:00,BTC/USDT,16916,16917,16914,16917,0.22373263,3784.8849017099997
1673089200,2023-01-07 11:00:00,BTC/USDT,16917,16917,16917,16917,0.05000000,845.85
1673085600,2023-01-07 10:00:00,BTC/USDT,16927,16927,16927,16927,0.00000000,0.0
1673082000,2023-01-07 09:00:00,BTC/USDT,16927,16927,16927,16927,0.59059053,9996.92590131
1673078400,2023-01-07 08:00:00,BTC/USDT,16947,16948,16931,16936,1.07907256,18275.17287616
1673074800,2023-01-07 07:00:00,BTC/USDT,16946,16946,16946,16946,0.12821924,2172.80324104
1673071200,2023-01-07 06:00:00,BTC/USDT,16933,16933,16932,16932,0.05490099,929.58356268
1673067600,2023-01-07 05:00:00,BTC/USDT,16936,16936,16935,16935,0.16454601,2786.58667935
1673064000,2023-01-07 04:00:00,BTC/USDT,16948,16948,16943,16943,0.68426148,11593.44225564
1673060400,2023-01-07 03:00:00,BTC/USDT,16956,16956,16956,16956,0.00587943,99.69161507999999
1673056800,2023-01-07 02:00:00,BTC/USDT,16946,16946,16946,16946,0.00441543,74.82387677999999
1673053200,2023-01-07 01:00:00,BTC/USDT,16953,16969,16953,16969,0.01687853,286.41177557
1673049600,2023-01-07 00:00:00,BTC/USDT,16948,16974,16948,16974,0.59713958,10135.84723092
