unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT
1671609600,2022-12-21 08:00:00,BTC/USDT,16811,16888,16800,16888,12.77450253,215735.79872664
1671606000,2022-12-21 07:00:00,BTC/USDT,16841,16843,16818,16822,42.67883784,717943.41014448
1671602400,2022-12-21 06:00:00,BTC/USDT,16839,16848,16839,16848,0.02866022,482.86738656
1671598800,2022-12-21 05:00:00,BTC/USDT,16795,16836,16770,16836,0.23514105,3958.8347178
1671595200,2022-12-21 04:00:00,BTC/USDT,16825,16825,16804,16807,0.07118405,1196.39032835
1671591600,2022-12-21 03:00:00,BTC/USDT,16837,16843,16800,16838,0.43302857,7291.33506166
1671588000,2022-12-21 02:00:00,BTC/USDT,16866,16872,16854,16865,0.15467718,2608.6306406999997
1671584400,2022-12-21 01:00:00,BTC/USDT,16839,16866,16839,16866,0.25548077,4308.93866682
1671580800,2022-12-21 00:00:00,BTC/USDT,16891,16915,16836,16836,0.35059751,5902.65967836
1671577200,2022-12-20 23:00:00,BTC/USDT,16897,16917,16890,16893,0.09741854,1645.69139622
1671573600,2022-12-20 22:00:00,BTC/USDT,16883,16915,16879,16879,0.06997024,1181.02768096
1671570000,2022-12-20 21:00:00,BTC/USDT,16840,16878,16840,16878,0.02070422,349.44582515999997
1671566400,2022-12-20 20:00:00,BTC/USDT,16888,16919,16846,16846,1.15115478,19392.35342388
1671562800,2022-12-20 19:00:00,BTC/USDT,16872,16900,16866,16870,0.11681397,1970.6516739
1671559200,2022-12-20 18:00:00,BTC/USDT,16804,16860,16791,16836,0.20081398,3380.90416728
1671555600,2022-12-20 17:00:00,BTC/USDT,16843,16843,16795,16813,0.32635087,5486.93717731
1671552000,2022-12-20 16:00:00,BTC/USDT,16906,16921,16783,16850,1.33092885,22426.1511225
1671548400,2022-12-20 15:00:00,BTC/USDT,16932,17059,16914,16930,2.70150160,45736.422088
1671544800,2022-12-20 14:00:00,BTC/USDT,16799,16959,16730,16934,2.14074577,36251.38886918
1671541200,2022-12-20 13:00:00,BTC/USDT,16813,16815,16788,16810,0.27240145,4579.0683745
1671537600,2022-12-20 12:00:00,BTC/USDT,16815,16839,16795,16822,0.53505616,9000.714723520001
1671534000,2022-12-20 11:00:00,BTC/USDT,16783,16856,16783,16814,0.28819266,4845.67138524
1671530400,2022-12-20 10:00:00,BTC/USDT,16812,16815,16773,16782,0.26437638,4436.7644091600005
1671526800,2022-12-20 09:00:00,BTC/USDT,16825,16858,16803,16807,0.09831514,1652.38255798
1671523200,2022-12-20 08:00:00,BTC/USDT,16808,16827,16781,16825,0.10595590,1782.7080175
1671519600,2022-12-20 07:00:00,BTC/USDT,16825,16829,16778,16804,50.58601349,850047.3706859599
1671516000,2022-12-20 06:00:00,BTC/USDT,16784,16836,16749,16836,0.49122192,8270.21224512
1671512400,2022-12-20 05:00:00,BTC/USDT,16784,16790,16757,16790,0.12654787,2124.7387373
1671508800,2022-12-20 04:00:00,BTC/USDT,16728,16875,16722,16802,0.28605294,4806.261497879999
1671505200,2022-12-20 03:00:00,BTC/USDT,16732,16732,16693,16718,0.29488333,4929.85951094
1671501600,2022-12-20 02:00:00,BTC/USDT,16564,16820,16564,16756,1.40698392,23575.422563520002
1671498000,2022-12-20 01:00:00,BTC/USDT,16464,16586,16450,16548,0.20008232,3310.9622313600003
1671494400,2022-12-20 00:00:00,BTC/USDT,16432,16473,16408,16464,0.32272881,5313.40712784
1671490800,2022-12-19 23:00:00,BTC/USDT,16416,16458,16379,16425,1.75513220,28828.046385
1671487200,2022-12-19 22:00:00,BTC/USDT,16574,16574,16244,16394,2.65849317,43583.33702898
1671483600,2022-12-19 21:00:00,BTC/USDT,16602,16609,16602,16608,0.00925325,153.677976
1671480000,2022-12-19 20:00:00,BTC/USDT,16558,16565,16558,16565,0.10000000,1656.5
1671476400,2022-12-19 19:00:00,BTC/USDT,16552,16576,16539,16554,3.12331791,51703.40468214
1671472800,2022-12-19 18:00:00,BTC/USDT,16591,16627,16546,16558,2.07910694,34425.85271252
1671469200,2022-12-19 17:00:00,BTC/USDT,16639,16643,16540,16597,3.33325467,55322.02775799
1671465600,2022-12-19 16:00:00,BTC/USDT,16665,16697,16597,16644,0.82981001,13811.357806439999
1671462000,2022-12-19 15:00:00,BTC/USDT,16677,16677,16677,16677,0.00187445,31.26020265
1671458400,2022-12-19 14:00:00,BTC/USDT,16710,16755,16667,16732,0.61803968,10341.03992576
1671454800,2022-12-19 13:00:00,BTC/USDT,16749,16749,16712,16723,0.44595434,7457.69442782
1671451200,2022-12-19 12:00:00,BTC/USDT,16733,16754,16728,16740,0.71033313,11890.9765962
1671447600,2022-12-19 11:00:00,BTC/USDT,16755,16755,16729,16736,1.09437533,18315.46552288
1671444000,2022-12-19 10:00:00,BTC/USDT,16754,16769,16746,16769,0.01284391,215.37952679
1671440400,2022-12-19 09:00:00,BTC/USDT,16758,16758,16750,16750,0.03859143,646.4064525
1671436800,2022-12-19 08:00:00,BTC/USDT,16731,16751,16705,16750,3.35766515,56240.8912625
1671433200,2022-12-19 07:00:00,BTC/USDT,16747,16747,16699,16706,0.38393279,6413.98118974
1671429600,2022-12-19 06:00:00,BTC/USDT,16716,16724,16716,16724,0.02340613,391.44411812
1671426000,2022-12-19 05:00:00,BTC/USDT,16704,16704,16704,16704,0.05230776,873.74882304
1671422400,2022-12-19 04:00:00,BTC/USDT,16680,16731,16680,16726,0.13052372,2183.13974072
1671418800,2022-12-19 03:00:00,BTC/USDT,16725,16730,16633,16659,0.48996926,8162.397902340001
1671415200,2022-12-19 02:00:00,BTC/USDT,16763,16763,16724,16727,0.17035415,2849.51386705
1671411600,2022-12-19 01:00:00,BTC/USDT,16771,16802,16771,16780,0.15359262,2577.2841636000003
1671408000,2022-12-19 00:00:00,BTC/USDT,16743,16811,16726,16786,0.97468572,16361.07449592
1671404400,2022-12-18 23:00:00,BTC/USDT,16772,16811,16743,16743,0.53148845,8898.71111835
1671400800,2022-12-18 22:00:00,BTC/USDT,16752,16825,16742,16773,1.78553326,29948.74936998
1671397200,2022-12-18 21:00:00,BTC/USDT,16767,16767,16748,16751,1.89258682,31702.72182182
1671393600,2022-12-18 20:00:00,BTC/USDT,16752,16767,16752,16766,0.15546281,2606.48947246
1671390000,2022-12-18 19:00:00,BTC/USDT,16746,16752,16730,16737,0.16093062,2693.49578694
1671386400,2022-12-18 18:00:00,BTC/USDT,16748,16781,16733,16733,1.00867529,16878.16362757
1671382800,2022-12-18 17:00:00,BTC/USDT,16688,16710,16678,16710,0.25656722,4287.2382462
1671379200,2022-12-18 16:00:00,BTC/USDT,16696,16696,16680,16693,0.10120170,1689.3599781
1671375600,2022-12-18 15:00:00,BTC/USDT,16682,16697,16682,16684,0.09324684,1555.73027856
1671372000,2022-12-18 14:00:00,BTC/USDT,16713,16718,16688,16694,0.29004599,4842.027757059999
1671368400,2022-12-18 13:00:00,BTC/USDT,16717,16727,16704,16704,0.06927178,1157.11581312
1671364800,2022-12-18 12:00:00,BTC/USDT,16720,16733,16713,16724,0.05029554,841.14261096
1671361200,2022-12-18 11:00:00,BTC/USDT,16714,16727,16702,16727,0.08039741,1344.80747707
1671357600,2022-12-18 10:00:00,BTC/USDT,16699,16717,16696,16704,0.19577137,3270.16496448
1671354000,2022-12-18 09:00:00,BTC/USDT,16754,16754,16668,16693,0.45847260,7653.2831118
1671350400,2022-12-18 08:00:00,BTC/USDT,16757,16766,16743,16761,0.14339863,2403.50443743
1671346800,2022-12-18 07:00:00,BTC/USDT,16745,16759,16744,16750,0.38005774,6365.967145
1671343200,2022-12-18 06:00:00,BTC/USDT,16731,16741,16722,16741,0.08941127,1496.83407107
1671339600,2022-12-18 05:00:00,BTC/USDT,16764,16764,16740,16740,0.09273808,1552.4354592
1671336000,2022-12-18 04:00:00,BTC/USDT,16746,16792,16744,16769,0.24303520,4075.4572688000003
1671332400,2022-12-18 03:00:00,BTC/USDT,16732,16742,16732,16742,0.01963296,328.69501632000004
1671328800,2022-12-18 02:00:00,BTC/USDT,16726,16738,16726,16738,0.24916820,4170.5773316
1671325200,2022-12-18 01:00:00,BTC/USDT,16730,16742,16715,16716,0.05333939,891.62124324
1671321600,2022-12-18 00:00:00,BTC/USDT,16786,16787,16729,16749,1.15237741,19301.16924009
1671318000,2022-12-17 23:00:00,BTC/USDT,16744,16795,16724,16784,0.75688904,12703.62564736
1671314400,2022-12-17 22:00:00,BTC/USDT,16712,16749,16709,16739,0.64453243,10788.82834577
1671310800,2022-12-17 21:00:00,BTC/USDT,16719,16720,16703,16711,0.14641417,2446.72719487
1671307200,2022-12-17 20:00:00,BTC/USDT,16698,16711,16689,16705,0.34584616,5777.3601028
1671303600,2022-12-17 19:00:00,BTC/USDT,16702,16715,16682,16688,0.96425770,16091.5324976
1671300000,2022-12-17 18:00:00,BTC/USDT,16690,16715,16683,16714,0.37664225,6295.1985665
1671296400,2022-12-17 17:00:00,BTC/USDT,16705,16705,16642,16686,0.90044083,15024.75568938
1671292800,2022-12-17 16:00:00,BTC/USDT,16700,16701,16687,16700,0.28650341,4784.606947
1671289200,2022-12-17 15:00:00,BTC/USDT,16662,16699,16655,16699,0.72594838,12122.611997619999
1671285600,2022-12-17 14:00:00,BTC/USDT,16670,16705,16658,16660,0.52052194,8671.8955204
1671282000,2022-12-17 13:00:00,BTC/USDT,16692,16703,16661,16665,0.62495516,10414.8777414
1671278400,2022-12-17 12:00:00,BTC/USDT,16710,16717,16674,16678,12.13988105,202468.93615189998
1671274800,2022-12-17 11:00:00,BTC/USDT,16740,16740,16708,16708,11.55922465,193131.5254522
1671271200,2022-12-17 10:00:00,BTC/USDT,16699,16767,16682,16737,0.45545279,7622.91334623
1671267600,2022-12-17 09:00:00,BTC/USDT,16721,16730,16687,16698,0.46608916,7782.75679368
1671264000,2022-12-17 08:00:00,BTC/USDT,16747,16756,16716,16727,0.25199380,4215.1002926
1671260400,2022-12-17 07:00:00,BTC/USDT,16716,16749,16701,16738,0.54542366,9129.301221079999
1671256800,2022-12-17 06:00:00,BTC/USDT,16694,16768,16670,16709,1.25500358,20969.85481822
1671253200,2022-12-17 05:00:00,BTC/USDT,16719,16719,16686,16696,0.50778810,8478.0301176
1671249600,2022-12-17 04:00:00,BTC/USDT,16679,16718,16666,16711,1.18127778,19740.332981580003
1671246000,2022-12-17 03:00:00,BTC/USDT,16681,16703,16655,16677,0.23829818,3974.09874786
1671242400,2022-12-17 02:00:00,BTC/USDT,16674,16689,16586,16689,1.41417261,23601.12668829
1671238800,2022-12-17 01:00:00,BTC/USDT,16709,16723,16661,16673,1.28900342,21491.55402166
1671235200,2022-12-17 00:00:00,BTC/USDT,16628,16731,16600,16703,9.61024687,160519.95346961
1671231600,2022-12-16 23:00:00,BTC/USDT,16741,16741,16540,16627,2.60324994,43284.23675238
1671228000,2022-12-16 22:00:00,BTC/USDT,16845,16863,16705,16723,1.95702527,32727.333590209997
1671224400,2022-12-16 21:00:00,BTC/USDT,16881,16881,16816,16837,0.49795727,8384.10655499
1671220800,2022-12-16 20:00:00,BTC/USDT,16880,16929,16867,16898,0.14090585,2381.0270533
1671217200,2022-12-16 19:00:00,BTC/USDT,16805,16872,16800,16855,0.31754376,5352.2000748
1671213600,2022-12-16 18:00:00,BTC/USDT,16775,17219,16775,16819,9.17608630,154332.5954797
1671210000,2022-12-16 17:00:00,BTC/USDT,16839,16839,16776,16811,0.37654440,6330.0879084
1671206400,2022-12-16 16:00:00,BTC/USDT,16978,16978,16754,16819,1.67440403,28161.80138057
1671202800,2022-12-16 15:00:00,BTC/USDT,16999,17004,16928,16979,3.87074655,65721.40567245
1671199200,2022-12-16 14:00:00,BTC/USDT,16959,17069,16702,17069,1.20604143,20585.92116867
1671195600,2022-12-16 13:00:00,BTC/USDT,17032,17032,16931,16944,0.69147430,11716.3405392
1671192000,2022-12-16 12:00:00,BTC/USDT,17012,17020,16992,17015,2.50330085,42593.66396275
1671188400,2022-12-16 11:00:00,BTC/USDT,16995,17031,16984,17022,0.87017718,14812.15595796
1671184800,2022-12-16 10:00:00,BTC/USDT,17035,17035,16921,16994,0.46993145,7986.0150613
1671181200,2022-12-16 09:00:00,BTC/USDT,17177,17177,16983,17043,3.66503001,62463.106460430005
1671177600,2022-12-16 08:00:00,BTC/USDT,17506,17506,17190,17228,3.96948649,68386.31324972
1671174000,2022-12-16 07:00:00,BTC/USDT,17452,17534,17444,17496,2.93875718,51416.49562128
1671170400,2022-12-16 06:00:00,BTC/USDT,17413,17428,17385,17424,37.76360604,657993.0716409599
1671166800,2022-12-16 05:00:00,BTC/USDT,17396,17415,17382,17411,14.43857754,251390.07354894
1671163200,2022-12-16 04:00:00,BTC/USDT,17433,17434,17387,17396,27.66736979,481301.56486683997
1671159600,2022-12-16 03:00:00,BTC/USDT,17405,17433,17405,17433,16.24879595,283265.25979635003
1671156000,2022-12-16 02:00:00,BTC/USDT,17396,17419,17396,17406,0.10703465,1863.0451179
1671152400,2022-12-16 01:00:00,BTC/USDT,17427,17427,17386,17389,0.77777932,13524.804595480002
1671148800,2022-12-16 00:00:00,BTC/USDT,17355,17414,17354,17414,1.00352846,17475.444602440002
1671145200,2022-12-15 23:00:00,BTC/USDT,17367,17367,17294,17354,0.81601026,14161.04205204
1671141600,2022-12-15 22:00:00,BTC/USDT,17400,17410,17302,17342,25.97686365,450490.76941829995
1671138000,2022-12-15 21:00:00,BTC/USDT,17420,17420,17355,17380,10.90536719,189535.2817622
1671134400,2022-12-15 20:00:00,BTC/USDT,17438,17438,17438,17438,0.00000000,0.0
1671130800,2022-12-15 19:00:00,BTC/USDT,17416,17466,17416,17438,0.20073338,3500.38868044
1671127200,2022-12-15 18:00:00,BTC/USDT,17385,17410,17326,17359,0.26062828,4524.24631252
1671123600,2022-12-15 17:00:00,BTC/USDT,17411,17428,17389,17394,0.37429710,6510.5237574
1671120000,2022-12-15 16:00:00,BTC/USDT,17425,17435,17370,17370,8.11180121,140901.98701769998
1671116400,2022-12-15 15:00:00,BTC/USDT,17449,17490,17389,17413,29.98867548,522192.80613324
1671112800,2022-12-15 14:00:00,BTC/USDT,17504,17897,17420,17441,54.33364982,947633.1865106199
1671109200,2022-12-15 13:00:00,BTC/USDT,17686,17686,17466,17515,19.66115493,344365.12859895
1671105600,2022-12-15 12:00:00,BTC/USDT,17722,17722,17666,17687,7.16111498,126658.64065126
1671102000,2022-12-15 11:00:00,BTC/USDT,17671,17726,17657,17705,13.02720890,230646.7335745
1671098400,2022-12-15 10:00:00,BTC/USDT,17689,17689,17658,17670,16.35945564,289071.5811588
1671094800,2022-12-15 09:00:00,BTC/USDT,17624,17700,17616,17700,5.60668675,99238.35547499999
1671091200,2022-12-15 08:00:00,BTC/USDT,17698,17711,17628,17628,5.83734587,102900.73299636
1671087600,2022-12-15 07:00:00,BTC/USDT,17716,17739,17696,17697,7.46027397,132024.46844709
1671084000,2022-12-15 06:00:00,BTC/USDT,17715,17747,17713,17722,21.48890770,380826.42225939996
1671080400,2022-12-15 05:00:00,BTC/USDT,17701,17730,17693,17723,3.31247515,58706.99708345
1671076800,2022-12-15 04:00:00,BTC/USDT,17695,17724,17688,17710,11.16897849,197802.6090579
1671073200,2022-12-15 03:00:00,BTC/USDT,17721,17757,17711,17743,14.28567086,253470.65806898
1671069600,2022-12-15 02:00:00,BTC/USDT,17636,17721,17581,17717,14.18080642,251241.34734314
1671066000,2022-12-15 01:00:00,BTC/USDT,17800,17807,17616,17642,3.47900566,61376.617853719996
1671062400,2022-12-15 00:00:00,BTC/USDT,17806,17849,17797,17797,6.93922001,123497.29851796999
1671058800,2022-12-14 23:00:00,BTC/USDT,17833,17840,17781,17799,34.78505119,619139.12613081
1671055200,2022-12-14 22:00:00,BTC/USDT,17823,17854,17810,17832,15.94493461,284330.07396552
1671051600,2022-12-14 21:00:00,BTC/USDT,17812,17848,17808,17845,6.86644814,122531.7670583
1671048000,2022-12-14 20:00:00,BTC/USDT,17849,17903,17671,17729,1.47538146,26157.03790434
1671044400,2022-12-14 19:00:00,BTC/USDT,18092,18289,17738,17819,23.61386855,420775.52369244996
1671040800,2022-12-14 18:00:00,BTC/USDT,18102,18371,17993,18223,27.66456340,504131.33883819997
1671037200,2022-12-14 17:00:00,BTC/USDT,18110,18157,18098,18098,16.12611300,291850.393074
1671033600,2022-12-14 16:00:00,BTC/USDT,18075,18157,18070,18109,21.24369024,384701.98655616
1671030000,2022-12-14 15:00:00,BTC/USDT,18064,18100,18011,18099,33.52651484,606796.3920891599
1671026400,2022-12-14 14:00:00,BTC/USDT,17899,18084,17899,18064,9.02824638,163086.24260832
1671022800,2022-12-14 13:00:00,BTC/USDT,17909,17940,17840,17892,13.78324987,246609.90667404002
1671019200,2022-12-14 12:00:00,BTC/USDT,17823,17935,17822,17935,8.41080470,150847.7822945
1671015600,2022-12-14 11:00:00,BTC/USDT,17837,17862,17812,17829,11.31701407,201771.04385403002
1671012000,2022-12-14 10:00:00,BTC/USDT,17824,17839,17808,17829,6.43283338,114690.98633202
1671008400,2022-12-14 09:00:00,BTC/USDT,17843,17843,17801,17818,2.48903192,44349.57075056
1671004800,2022-12-14 08:00:00,BTC/USDT,17798,17864,17798,17838,3.68754131,65778.36188778
1671001200,2022-12-14 07:00:00,BTC/USDT,17792,17813,17786,17813,1.53143011,27279.36454943
1670997600,2022-12-14 06:00:00,BTC/USDT,17797,17797,17767,17788,1.08130291,19234.21616308
1670994000,2022-12-14 05:00:00,BTC/USDT,17775,17788,17758,17784,3.29008427,58510.85865768
1670990400,2022-12-14 04:00:00,BTC/USDT,17783,17788,17756,17768,2.45042286,43539.11337648
1670986800,2022-12-14 03:00:00,BTC/USDT,17814,17835,17792,17792,13.53823825,240872.33494399997
1670983200,2022-12-14 02:00:00,BTC/USDT,17768,17812,17768,17799,5.69772278,101413.76776122
1670979600,2022-12-14 01:00:00,BTC/USDT,17819,17831,17788,17797,0.20775147,3697.35291159
1670976000,2022-12-14 00:00:00,BTC/USDT,17774,17812,17756,17798,0.60656564,10795.655260720001
1670972400,2022-12-13 23:00:00,BTC/USDT,17775,17803,17761,17777,0.47571875,8456.85221875
1670968800,2022-12-13 22:00:00,BTC/USDT,17768,17786,17712,17755,0.40869020,7256.294501
1670965200,2022-12-13 21:00:00,BTC/USDT,17754,17776,17745,17775,0.13558067,2409.9464092499998
1670961600,2022-12-13 20:00:00,BTC/USDT,17742,17772,17742,17767,0.12080322,2146.31080974
1670958000,2022-12-13 19:00:00,BTC/USDT,17728,17728,17722,17723,0.08080197,1432.05331431
1670954400,2022-12-13 18:00:00,BTC/USDT,17634,17728,17634,17696,1.93137562,34177.62297152
1670950800,2022-12-13 17:00:00,BTC/USDT,17761,17761,17618,17642,3.03281413,53504.90688146
1670947200,2022-12-13 16:00:00,BTC/USDT,17779,17833,17718,17750,1.64751713,29243.4290575
1670943600,2022-12-13 15:00:00,BTC/USDT,17876,17882,17736,17748,11.33705760,201210.09828479998
1670940000,2022-12-13 14:00:00,BTC/USDT,17896,17941,17839,17871,5.53874825,98982.96997575
1670936400,2022-12-13 13:00:00,BTC/USDT,17423,18000,17407,17897,21.67019538,387831.48671585997
1670932800,2022-12-13 12:00:00,BTC/USDT,17462,17473,17397,17419,1.45508748,25346.16881412
1670929200,2022-12-13 11:00:00,BTC/USDT,17400,17471,17395,17445,5.34503259,93244.09353254999
1670925600,2022-12-13 10:00:00,BTC/USDT,17433,17475,17352,17404,20.04107563,348794.88026452
1670922000,2022-12-13 09:00:00,BTC/USDT,17163,17486,17163,17438,14.49181690,252708.3031022
1670918400,2022-12-13 08:00:00,BTC/USDT,17171,17188,17160,17160,2.72169045,46704.208122000004
1670914800,2022-12-13 07:00:00,BTC/USDT,17140,17172,17088,17164,6.63615752,113903.00767328001
1670911200,2022-12-13 06:00:00,BTC/USDT,17179,17208,17145,17155,1.99456206,34216.7121393
1670907600,2022-12-13 05:00:00,BTC/USDT,17166,17189,17166,17189,0.63651821,10941.11151169
1670904000,2022-12-13 04:00:00,BTC/USDT,17154,17177,17138,17166,4.67313650,80219.061159
1670900400,2022-12-13 03:00:00,BTC/USDT,17148,17167,17141,17150,4.65419158,79819.385597
1670896800,2022-12-13 02:00:00,BTC/USDT,17147,17149,17128,17141,0.64964332,11135.53614812
1670893200,2022-12-13 01:00:00,BTC/USDT,17151,17166,17144,17144,0.05317262,911.5913972799999
1670889600,2022-12-13 00:00:00,BTC/USDT,17228,17228,17164,17178,0.08072875,1386.7584675
1670886000,2022-12-12 23:00:00,BTC/USDT,17159,17215,17159,17205,0.28603320,4921.201206
1670882400,2022-12-12 22:00:00,BTC/USDT,17179,17179,17154,17158,0.12934699,2219.33565442
1670878800,2022-12-12 21:00:00,BTC/USDT,17136,17225,17134,17195,3.41391269,58702.22870455
1670875200,2022-12-12 20:00:00,BTC/USDT,17050,17115,17050,17115,0.49134148,8409.309430199999
1670871600,2022-12-12 19:00:00,BTC/USDT,17035,17035,17006,17031,0.05671789,965.96238459
1670868000,2022-12-12 18:00:00,BTC/USDT,17003,17023,17003,17013,0.01277578,217.35434514000002
1670864400,2022-12-12 17:00:00,BTC/USDT,16996,17018,16988,17018,0.16693877,2840.9639878599996
1670860800,2022-12-12 16:00:00,BTC/USDT,17000,17000,17000,17000,0.00328429,55.83293
1670857200,2022-12-12 15:00:00,BTC/USDT,17024,17024,17000,17003,0.13111150,2229.2888344999997
1670853600,2022-12-12 14:00:00,BTC/USDT,17001,17037,16988,16988,0.09183881,1560.1577042800002
1670850000,2022-12-12 13:00:00,BTC/USDT,16965,16972,16965,16965,0.08088074,1372.1417541
1670846400,2022-12-12 12:00:00,BTC/USDT,17002,17002,16937,16962,0.17276470,2930.4348414
1670842800,2022-12-12 11:00:00,BTC/USDT,16989,16989,16989,16989,0.00000000,0.0
1670839200,2022-12-12 10:00:00,BTC/USDT,16994,16997,16982,16989,0.09387660,1594.8695574
1670835600,2022-12-12 09:00:00,BTC/USDT,16941,16973,16941,16967,0.05502716,933.64582372
1670832000,2022-12-12 08:00:00,BTC/USDT,16931,16936,16912,16936,0.09502921,1609.41470056
1670828400,2022-12-12 07:00:00,BTC/USDT,16932,16938,16912,16934,0.34156374,5784.04037316
1670824800,2022-12-12 06:00:00,BTC/USDT,16945,16946,16942,16946,0.03682753,624.07932338
1670821200,2022-12-12 05:00:00,BTC/USDT,16939,16944,16938,16943,0.09604006,1627.2067365799999
1670817600,2022-12-12 04:00:00,BTC/USDT,16913,16934,16913,16930,0.08472016,1434.3123088
1670814000,2022-12-12 03:00:00,BTC/USDT,16896,16920,16895,16920,0.23339754,3949.0863768
1670810400,2022-12-12 02:00:00,BTC/USDT,16947,16948,16867,16887,0.91424629,15438.87709923
1670806800,2022-12-12 01:00:00,BTC/USDT,16967,16967,16957,16959,0.09701808,1645.32961872
1670803200,2022-12-12 00:00:00,BTC/USDT,17083,17083,16946,16946,1.83066582,31022.46298572
1670799600,2022-12-11 23:00:00,BTC/USDT,17076,17127,17076,17097,0.06324416,1081.2854035199998
1670796000,2022-12-11 22:00:00,BTC/USDT,17109,17131,17088,17115,0.39034968,6680.834773199999
1670792400,2022-12-11 21:00:00,BTC/USDT,17102,17131,17102,17112,0.57830230,9895.9089576
1670788800,2022-12-11 20:00:00,BTC/USDT,17127,17131,17103,17111,0.35212607,6025.22918377
1670785200,2022-12-11 19:00:00,BTC/USDT,17235,17257,17140,17181,0.49076074,8431.760273939999
1670781600,2022-12-11 18:00:00,BTC/USDT,17183,17183,17183,17183,0.01991596,342.21594068
1670778000,2022-12-11 17:00:00,BTC/USDT,17173,17174,17170,17174,1.21280506,20828.71410044
1670774400,2022-12-11 16:00:00,BTC/USDT,17163,17166,17163,17166,0.14761677,2533.98947382
1670770800,2022-12-11 15:00:00,BTC/USDT,17151,17151,17149,17149,0.01734456,297.44185944
1670767200,2022-12-11 14:00:00,BTC/USDT,17151,17161,17123,17160,0.04727799,811.2903084
1670763600,2022-12-11 13:00:00,BTC/USDT,17155,17155,17155,17155,0.03060332,524.9999546
1670760000,2022-12-11 12:00:00,BTC/USDT,17161,17171,17159,17171,0.75529348,12969.14434508
1670756400,2022-12-11 11:00:00,BTC/USDT,17163,17163,17159,17161,0.12653662,2171.4949358199997
1670752800,2022-12-11 10:00:00,BTC/USDT,17157,17157,17156,17156,0.07296872,1251.85136032
1670749200,2022-12-11 09:00:00,BTC/USDT,17178,17178,17157,17158,0.06390116,1096.41610328
1670745600,2022-12-11 08:00:00,BTC/USDT,17167,17178,17158,17168,0.78838756,13535.03763008
1670742000,2022-12-11 07:00:00,BTC/USDT,17162,17191,17162,17179,0.15121327,2597.6927653300004
1670738400,2022-12-11 06:00:00,BTC/USDT,17180,17180,17170,17173,0.02883791,495.23342843
1670734800,2022-12-11 05:00:00,BTC/USDT,17159,17166,17159,17166,0.02399455,411.8904453
1670731200,2022-12-11 04:00:00,BTC/USDT,17174,17174,17174,17174,0.00000000,0.0
1670727600,2022-12-11 03:00:00,BTC/USDT,17161,17174,17161,17174,0.04987002,856.46772348
1670724000,2022-12-11 02:00:00,BTC/USDT,17147,17147,17141,17141,0.02792011,478.57860551000005
1670720400,2022-12-11 01:00:00,BTC/USDT,17145,17145,17145,17145,0.00939734,161.1173943
1670716800,2022-12-11 00:00:00,BTC/USDT,17122,17138,17122,17138,0.05334412,914.21152856
1670713200,2022-12-10 23:00:00,BTC/USDT,17134,17149,17102,17125,0.13619718,2332.3767075
1670709600,2022-12-10 22:00:00,BTC/USDT,17115,17115,17115,17115,0.00230241,39.405747149999996
1670706000,2022-12-10 21:00:00,BTC/USDT,17165,17165,17126,17126,0.05365836,918.9530733600001
1670702400,2022-12-10 20:00:00,BTC/USDT,17162,17179,17162,17177,0.03400288,584.06746976
1670698800,2022-12-10 19:00:00,BTC/USDT,17180,17180,17163,17173,0.18125516,3112.69486268
1670695200,2022-12-10 18:00:00,BTC/USDT,17171,17195,17171,17195,0.04251225,730.9981387500001
1670691600,2022-12-10 17:00:00,BTC/USDT,17183,17193,17181,17193,0.06289174,1081.29768582
1670688000,2022-12-10 16:00:00,BTC/USDT,17184,17196,17184,17196,0.04186964,719.99032944
1670684400,2022-12-10 15:00:00,BTC/USDT,17167,17203,17167,17203,0.06628354,1140.27573862
1670680800,2022-12-10 14:00:00,BTC/USDT,17160,17167,17160,17167,0.04357732,748.09185244
1670677200,2022-12-10 13:00:00,BTC/USDT,17162,17162,17162,17162,0.00839207,144.02470534
1670673600,2022-12-10 12:00:00,BTC/USDT,17155,17155,17138,17150,0.12701211,2178.2576865
1670670000,2022-12-10 11:00:00,BTC/USDT,17172,17172,17162,17162,0.03352024,575.27435888
1670666400,2022-12-10 10:00:00,BTC/USDT,17153,17168,17153,17156,0.12445284,2135.1129230399997
1670662800,2022-12-10 09:00:00,BTC/USDT,17119,17119,17114,17114,0.01916158,327.93128012
1670659200,2022-12-10 08:00:00,BTC/USDT,17150,17152,17143,17152,0.01155903,198.26048255999999
1670655600,2022-12-10 07:00:00,BTC/USDT,17147,17147,17147,17147,0.01038171,178.01518137000002
1670652000,2022-12-10 06:00:00,BTC/USDT,17150,17151,17140,17140,0.76186869,13058.4293466
1670648400,2022-12-10 05:00:00,BTC/USDT,17144,17144,17144,17144,0.00300977,51.599496880000004
1670644800,2022-12-10 04:00:00,BTC/USDT,17148,17149,17145,17149,0.76726342,13157.800389580001
1670641200,2022-12-10 03:00:00,BTC/USDT,17152,17160,17148,17148,0.64973447,11141.64669156
1670637600,2022-12-10 02:00:00,BTC/USDT,17151,17151,17125,17139,0.08139049,1394.9516081099998
1670634000,2022-12-10 01:00:00,BTC/USDT,17156,17156,17149,17149,0.04449061,762.96947089
1670630400,2022-12-10 00:00:00,BTC/USDT,17134,17151,17127,17148,0.06764438,1159.96582824
